"Turbine_ID","Previous_Over_current_Trips","Lubrication_Type","New_Seal","Planned_shutdowns","Average_RPM","Asset_Age_Score","Average_Vibration_Score","Torque_rating","Bearing_Weight_Score","Insulation_Rating","Fatigue_Score","Asset_Failure","Inspection_in_last_6 Months","Minor_Component_Failure_Last_6_months","Major_Component _Failure_Last_6_months","Proactive_Part_Replacement_Last_6_months","Inspection_Last_3_months","Proactive_Asset_Replacement_Last_3 months"
"1984","0","1","0","0","1159","33","69","0","0","18","0.0","0","0","0","0","0","0","0"
"203","0","0","0","0","583","4","76","0","4","8","1.0","0","0","0","0","0","0","0"
"22","0","0","0","0","4365","0","45","0","10","13","0.0","0","0","0","0","0","0","0"
"2247","0","0","1","1","2580","79","307","2","42","46","6.708204","0","0","0","0","0","0","0"
"2496","2","1","3","4","5878","0","260","7","89","92","0.0","1","0","0","0","0","0","0"
"2504","0","0","0","0","4894","32","181","0","10","80","0.0","0","0","0","0","0","0","0"
"2580","1","0","0","1","2055","0","362","1","0","51","0.0","0","0","0","0","0","0","0"
"28","0","0","3","5","3933","0","202","9","67","15","0.0","0","0","0","0","0","1","0"
"3095","0","0","0","0","5788","0","552","0","0","54","0.0","0","0","0","0","0","0","0"
"3327","2","0","2","3","5301","350","552","5","83","93","18.681542","1","0","0","0","0","0","0"
"3506","0","0","0","0","481","0","4","0","0","7","0.0","0","0","0","0","0","0","0"
"3541","0","0","0","0","624","0","7","0","0","10","0.0","0","0","0","0","0","0","0"
"570","0","0","0","1","3032","0","202","1","0","71","0.0","0","0","0","0","0","0","0"
"888","0","0","0","1","5243","316","603","1","2","76","0.0","0","0","0","0","0","0","0"
"1062","0","0","1","2","848","0","32","3","0","14","0.0","0","0","0","0","0","0","0"
"1283","0","0","0","2","4217","256","558","2","102","88","0.0","0","0","0","0","0","0","0"
"1379","0","0","2","3","1850","17","110","5","10","47","0.0","0","0","0","0","0","0","0"
"1562","0","0","0","1","2645","88","389","1","45","52","0.0","0","0","0","0","0","0","0"
"1609","0","0","2","1","3357","91","176","5","30","70","0.0","1","0","0","1","0","1","0"
"1794","0","0","0","1","4865","91","533","1","55","77","0.0","0","0","0","0","0","0","0"
"199","0","0","0","0","876","0","36","0","0","12","0.0","0","0","0","0","0","0","0"
"2532","0","0","2","2","3352","0","199","4","0","65","0.0","0","0","0","0","0","0","0"
"2570","1","0","1","2","2470","23","152","3","0","54","0.0","1","0","0","0","0","0","0"
"2630","0","0","0","0","320","0","27","0","0","5","0.0","0","0","0","0","0","0","0"
"2685","1","0","1","3","4160","10","244","4","0","65","0.0","0","0","0","0","0","0","0"
"2946","0","0","0","0","2501","47","270","0","11","39","6.855655","0","0","0","0","0","0","0"
"3171","5","0","0","3","4308","448","628","6","112","65","21.0","1","0","1","1","0","1","0"
"3247","0","0","0","0","2526","114","284","0","122","30","0.0","0","0","0","0","0","0","0"
"3358","0","0","3","3","2811","92","361","6","62","46","0.0","0","0","0","0","0","0","0"
"3402","0","0","1","3","3968","219","431","5","149","85","0.0","1","0","1","0","0","0","0"
"3405","0","0","0","0","1462","0","77","0","0","31","0.0","0","0","0","0","0","0","0"
"343","0","0","0","0","5019","46","319","0","2","94","4.123106","0","0","0","0","0","0","0"
"423","0","0","0","1","4965","24","252","1","0","69","3.872983","0","0","0","0","0","0","0"
"539","0","0","1","3","3164","185","431","8","64","55","0.0","0","0","0","2","0","2","0"
"628","1","0","0","0","2861","39","128","0","3","40","0.0","0","0","0","0","0","0","0"
"636","2","0","0","3","3053","165","417","5","78","76","7.348469","1","0","0","0","0","2","0"
"808","1","0","0","1","2039","35","185","1","6","34","0.0","0","0","0","0","0","0","0"
"813","3","2","1","1","4755","296","569","2","78","83","7.615773","1","0","0","0","0","0","0"
"843","2","0","0","3","4860","491","550","3","29","62","17.832555","1","0","0","0","0","0","0"
"856","2","0","0","1","3173","160","391","1","41","30","7.348469","1","0","0","0","0","0","0"
"1213","0","0","0","0","466","7","8","0","3","9","0.0","0","0","0","0","0","0","0"
"1536","0","0","0","0","4423","55","468","0","0","77","0.0","0","0","0","0","0","0","0"
"1788","2","0","1","4","4345","67","346","5","9","89","7.745967","1","0","0","0","0","0","0"
"1804","0","0","0","0","1079","4","28","0","0","17","0.0","0","0","0","0","0","0","0"
"1941","3","6","0","0","2243","3","186","0","0","51","0.0","0","0","0","0","0","0","0"
"1982","0","0","0","0","165","2","11","0","0","2","0.0","1","0","0","0","0","0","0"
"2013","1","0","5","6","4538","140","343","13","0","49","6.244998","1","0","1","0","0","1","0"
"2121","0","0","2","3","4374","130","542","6","78","87","0.0","0","0","0","0","0","1","0"
"2389","0","0","2","9","1839","0","56","11","0","32","0.0","0","0","0","0","0","0","0"
"2610","0","0","0","1","1820","27","287","1","0","19","0.0","0","0","0","0","0","0","0"
"2774","0","0","0","0","2525","55","252","0","0","67","0.0","0","0","0","0","0","0","0"
"2967","3","0","2","2","5229","416","747","7","207","104","20.0","1","0","1","1","0","1","0"
"3080","0","0","0","0","2635","0","89","0","0","62","0.0","0","0","0","0","0","0","0"
"3504","0","0","0","0","2541","0","103","0","0","73","0.0","0","0","0","0","0","0","0"
"3565","0","0","0","2","1973","1","760","2","10","41","0.0","0","0","0","0","0","0","0"
"3630","0","0","0","0","1813","0","0","0","0","1","0.0","0","0","0","0","0","0","0"
"663","4","0","1","2","4960","156","335","4","29","102","12.041595","1","0","0","1","0","0","0"
"730","0","0","1","4","7323","752","796","16","15","116","22.737634","1","0","11","0","0","0","0"
"917","0","0","0","0","912","0","3","0","0","0","0.0","0","0","0","0","0","0","0"
"1013","0","0","3","4","3806","177","458","8","100","120","0.0","0","1","0","1","0","0","0"
"1070","1","0","2","3","5244","88","190","6","17","82","5.0","0","0","0","1","0","0","0"
"1334","0","0","0","2","6597","0","212","2","0","115","0.0","0","0","0","0","0","0","0"
"1427","0","0","2","4","8860","56","656","7","6","215","0.0","0","0","0","0","0","1","0"
"1455","0","1","0","1","2557","28","48","2","0","12","0.0","1","0","0","0","0","1","0"
"1722","2","0","0","2","4310","104","568","2","38","81","8.485281","0","0","0","0","0","0","0"
"1888","0","0","2","3","4649","1","574","5","0","69","1.0","0","0","0","0","0","0","0"
"2231","1","0","0","1","597","23","48","1","0","8","0.0","1","0","0","0","0","0","0"
"2282","0","0","0","0","1051","23","87","0","0","21","0.0","0","0","0","0","0","0","0"
"2752","0","1","1","3","6485","0","422","4","99","76","0.0","0","0","0","0","0","0","0"
"2773","0","0","0","2","5680","144","493","2","0","117","0.0","0","0","0","0","0","0","0"
"2814","0","0","0","0","2487","71","145","0","22","39","0.0","1","0","0","0","0","0","0"
"2903","2","0","1","1","5071","773","1053","7","194","74","24.33105","1","0","5","0","0","0","0"
"2991","2","0","1","6","3906","341","448","7","54","47","2.236068","1","0","0","0","0","0","0"
"3084","0","0","0","0","5455","151","446","0","64","117","0.0","0","0","0","0","0","0","0"
"3105","1","0","0","1","5084","266","816","1","81","119","16.278821","1","0","0","0","0","0","0"
"3137","0","0","1","2","3539","268","484","3","186","60","16.248077","0","0","0","0","0","0","0"
"3191","1","0","0","2","4170","545","673","2","250","53","8.42615","0","0","0","0","0","0","0"
"3226","0","0","0","1","5183","78","238","1","12","87","1.0","0","0","0","0","0","0","0"
"3509","0","1","0","6","5043","105","492","9","20","115","7.937254","1","0","0","0","0","1","0"
"3512","1","3","0","0","2216","77","165","0","24","35","0.0","0","0","0","0","0","0","0"
"556","0","0","0","0","1087","38","74","0","9","21","0.0","0","0","0","0","0","0","0"
"597","1","0","10","15","5934","290","519","29","123","88","16.278821","1","0","0","0","1","2","0"
"712","0","0","0","0","1391","139","159","0","73","25","7.348469","1","0","0","0","0","0","0"
"85","2","0","4","9","7243","672","769","13","58","163","23.49468","1","0","0","0","0","0","0"
"1074","1","2","0","0","3500","66","226","0","14","44","1.0","0","0","0","0","0","0","0"
"1143","0","0","0","0","3350","9","46","0","2","55","0.0","0","0","0","0","0","0","0"
"1357","6","0","8","24","11839","1239","1495","36","4","208","34.146742","1","0","2","1","0","0","0"
"1475","0","0","0","0","1158","62","146","0","26","18","5.09902","0","0","0","0","0","0","0"
"1565","0","0","0","1","1315","124","178","2","57","20","0.0","0","0","1","0","0","0","0"
"16","0","0","0","0","1792","48","158","0","0","24","0.0","1","0","0","0","0","0","0"
"1613","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0"
"1696","1","0","2","4","5273","106","205","6","52","92","4.358899","0","0","0","0","0","0","0"
"1711","0","3","0","0","4238","214","490","0","107","91","11.83216","0","0","0","0","0","0","0"
"1919","1","1","0","5","3873","114","249","5","86","85","7.211103","1","0","0","0","0","0","0"
"2005","2","0","0","0","2700","14","36","0","4","26","3.0","0","0","0","0","0","0","0"
"2167","0","0","2","3","1408","41","108","6","0","12","0.0","0","0","0","0","0","1","0"
"251","7","3","1","6","7745","378","912","10","22","170","16.124515","1","0","1","1","0","1","0"
"2862","0","0","2","3","3662","215","372","5","87","70","14.035669","0","0","0","0","0","0","0"
"2977","3","2","3","8","6125","473","927","18","31","116","20.880613","1","0","0","1","0","1","0"
"3251","0","0","1","1","1615","39","169","2","14","44","0.0","0","0","0","0","0","0","0"
"3315","0","1","2","4","4831","604","696","8","503","65","0.0","1","0","0","1","0","1","0"
"3354","0","0","0","0","625","0","14","0","4","7","0.0","0","0","0","0","0","0","0"
"35","0","0","0","0","1878","18","55","0","11","22","0.0","0","0","0","0","0","0","0"
"3605","0","0","0","0","8180","0","372","0","0","206","0.0","0","0","0","0","0","0","0"
"3649","0","3","1","5","3309","139","320","8","40","38","0.0","0","0","0","0","0","2","0"
"488","0","0","1","0","713","33","53","1","3","9","0.0","0","0","0","0","0","0","0"
"52","0","0","0","2","6456","163","356","2","18","68","0.0","0","0","0","0","0","0","0"
"634","0","0","0","0","485","13","73","0","10","8","0.0","0","0","0","0","0","0","0"
"644","0","0","0","0","980","35","51","0","14","13","0.0","0","0","0","0","0","0","0"
"742","0","0","0","0","1389","10","84","0","0","12","2.44949","0","0","0","0","0","0","0"
"973","0","0","0","0","2686","0","316","0","118","50","0.0","1","0","0","0","0","0","0"
"1405","0","0","1","4","6739","747","806","5","200","114","14.764823","1","0","0","0","0","0","0"
"1598","0","1","1","2","8008","351","501","3","15","96","0.0","0","0","0","0","0","0","0"
"1635","4","0","1","2","3564","287","589","3","160","74","14.662878","1","0","0","0","0","0","0"
"171","0","2","0","0","1259","143","251","0","19","34","2.44949","0","0","0","0","0","0","0"
"183","0","0","1","1","3094","92","119","2","13","48","0.0","0","0","0","0","0","0","0"
"2263","0","0","0","0","1017","0","31","0","0","16","0.0","0","0","0","0","0","0","0"
"2421","0","0","1","1","2047","0","6","3","0","7","0.0","0","0","0","0","0","1","0"
"2642","1","1","3","4","8399","125","500","7","73","78","3.464102","1","0","0","0","0","0","0"
"2671","0","0","0","0","1678","31","135","0","0","32","0.0","0","0","0","0","0","0","0"
"3126","1","3","1","3","6963","119","437","4","26","117","9.165151","1","2","0","0","0","0","0"
"807","0","0","1","1","5320","0","334","2","23","99","0.0","0","0","0","0","0","0","0"
"868","1","0","0","2","3559","51","87","2","32","47","0.0","1","0","0","0","0","0","0"
"933","0","0","0","1","745","1","46","1","6","9","0.0","1","0","0","0","0","0","0"
"1303","0","0","0","2","4370","1","52","2","0","22","0.0","0","0","0","0","0","0","0"
"1428","0","1","1","1","4465","513","569","2","313","73","0.0","1","0","0","0","0","0","0"
"1457","0","1","0","2","3876","0","155","2","0","98","0.0","0","0","0","0","0","0","0"
"1476","0","0","0","1","2522","69","165","1","39","54","0.0","0","0","0","0","0","0","0"
"187","0","0","0","1","882","39","72","1","6","19","0.0","1","0","0","0","0","0","0"
"2000","0","0","0","0","3001","117","241","0","68","37","0.0","0","0","0","0","0","0","0"
"2035","0","0","0","0","2412","14","22","0","2","36","2.44949","1","0","0","0","0","0","0"
"2303","0","0","0","0","1016","1","25","0","0","6","0.0","1","0","0","0","0","0","0"
"2390","3","1","0","0","7112","0","397","0","4","168","0.0","0","0","0","0","0","0","0"
"2765","0","0","0","0","0","0","3","0","0","0","0.0","1","0","0","0","0","0","0"
"3106","2","0","1","2","5084","266","816","3","81","119","16.278821","1","0","0","0","0","0","0"
"3181","3","1","6","10","4390","903","970","21","208","65","28.213472","1","0","4","0","0","1","0"
"3279","1","0","3","5","4593","257","624","8","36","78","13.266499","1","0","0","0","0","0","0"
"3548","0","0","0","1","2158","81","445","1","52","44","0.0","0","0","0","0","0","0","0"
"441","1","0","1","1","4882","111","444","2","28","89","0.0","1","0","0","0","0","0","0"
"964","0","0","1","2","388","19","32","3","0","8","0.0","0","0","0","0","0","0","0"
"1004","1","0","0","1","3553","133","231","1","38","76","10.099505","0","0","0","0","0","0","0"
"1431","0","0","0","2","4925","132","544","3","55","122","0.0","0","0","0","0","0","1","0"
"1514","5","6","1","2","9636","607","1146","3","45","153","18.654758","1","0","0","0","0","0","0"
"1664","2","0","4","8","9243","1349","1480","15","155","206","32.619013","1","0","1","2","0","0","0"
"1877","0","0","0","0","3476","141","484","0","100","63","15.716234","0","0","0","0","0","0","0"
"1906","0","1","0","0","2035","14","41","0","0","32","0.0","0","0","0","0","0","0","0"
"1965","0","0","0","1","1995","0","157","2","0","23","0.0","0","0","0","0","0","1","0"
"2056","0","0","2","7","1906","54","84","11","32","15","2.828427","1","0","0","0","0","0","0"
"2350","0","0","3","6","2546","56","301","9","21","39","0.0","0","0","0","0","0","0","0"
"2403","1","0","1","0","4374","117","187","1","9","63","1.0","0","0","0","0","0","0","0"
"2522","0","0","0","0","3203","0","195","0","40","62","0.0","1","0","0","0","0","0","0"
"2588","0","0","0","0","0","0","22","0","0","0","0.0","1","0","0","0","0","0","0"
"2703","0","0","5","4","8758","492","970","9","186","193","0.0","1","0","0","0","0","0","0"
"3118","0","0","2","4","5003","585","810","6","169","85","19.723083","1","0","0","0","0","0","0"
"3300","0","0","1","1","6661","212","280","2","99","152","0.0","0","0","0","0","0","0","0"
"410","0","0","1","0","909","44","74","3","9","15","0.0","0","0","0","1","0","1","0"
"71","0","0","1","2","1364","0","19","3","0","19","0.0","1","0","0","0","0","0","0"
"1133","2","0","0","5","9126","482","533","5","78","155","0.0","1","0","0","0","0","0","0"
"1286","3","0","0","2","5537","319","623","2","11","95","16.340135","0","0","0","0","0","0","0"
"1371","0","0","0","0","2063","1","4","0","0","21","0.0","0","0","0","0","0","0","0"
"1416","0","0","0","1","7346","10","160","1","2","128","1.414214","0","0","0","0","0","0","0"
"1486","2","0","3","7","10309","358","1042","12","97","202","0.0","0","1","0","0","0","2","0"
"1783","0","0","0","0","2903","143","597","0","56","76","0.0","0","0","0","0","0","0","0"
"1841","0","0","0","0","907","0","0","0","0","0","0.0","0","0","0","0","0","0","0"
"188","0","0","0","0","399","29","29","0","4","3","4.582576","0","0","0","0","0","0","0"
"1962","0","0","0","0","3540","175","331","0","119","66","9.591663","0","0","0","0","0","0","0"
"2375","1","0","1","3","8456","645","713","4","21","185","25.159491","1","0","0","0","0","0","0"
"2596","0","0","0","1","3585","0","242","1","0","69","0.0","1","0","0","0","0","0","0"
"2604","0","0","0","1","680","0","65","1","0","16","0.0","0","0","0","0","0","0","0"
"2709","0","0","0","0","326","0","13","1","0","1","0.0","0","0","0","0","0","1","0"
"276","0","0","0","0","936","23","764","0","9","21","0.0","0","0","0","0","0","0","0"
"2793","0","0","0","0","1807","0","141","0","0","20","0.0","0","0","0","0","0","0","0"
"2821","0","0","0","0","1237","0","8","0","0","17","0.0","0","0","0","0","0","0","0"
"2840","0","0","0","2","2249","50","127","2","20","33","0.0","0","0","0","0","0","0","0"
"2954","2","0","4","9","5341","889","1015","15","202","73","27.748874","1","0","1","0","0","1","0"
"298","2","0","0","2","5801","114","217","2","7","87","9.219544","1","0","0","0","0","0","0"
"3054","0","0","3","6","6623","866","1085","13","475","101","29.376862","1","0","1","0","0","3","0"
"3272","6","0","2","1","4680","227","465","3","19","104","14.56022","1","0","0","0","0","0","0"
"3314","0","0","0","0","383","0","25","0","0","3","0.0","0","0","0","0","0","0","0"
"3360","0","0","0","0","0","0","19","0","0","0","0.0","1","0","0","0","0","0","0"
"528","0","0","0","3","7938","66","186","3","16","54","1.414214","0","0","0","0","0","0","0"
"749","0","0","1","0","5981","28","47","1","0","60","2.236068","0","0","0","0","0","0","0"
"959","1","0","0","2","8450","421","681","4","80","187","15.84298","1","0","1","1","0","0","0"
"98","0","0","2","6","1517","71","82","10","7","28","7.937254","0","0","0","1","0","1","0"
"980","0","1","0","2","6072","237","543","2","61","117","14.764823","0","0","0","0","0","0","0"
"1141","0","0","0","0","1555","29","169","0","12","25","0.0","0","0","0","0","0","0","0"
"1340","0","1","0","1","2828","195","348","1","77","32","10.630146","0","0","0","0","0","0","0"
"1549","0","0","1","3","416","69","72","4","16","7","0.0","1","0","0","0","0","0","0"
"195","2","0","0","2","4175","381","544","2","43","76","19.131126","1","0","0","0","0","0","0"
"2036","0","0","3","6","5056","59","504","9","10","94","3.316625","0","0","0","0","0","0","0"
"223","0","0","0","0","642","0","42","0","0","11","0.0","0","0","0","0","0","0","0"
"2253","0","0","0","1","500","22","45","2","1","12","0.0","0","0","0","1","0","0","0"
"2557","0","0","0","0","2302","0","154","0","0","50","0.0","0","0","0","0","0","0","0"
"3551","2","0","2","2","4048","249","309","4","161","71","14.177447","1","0","0","0","0","0","0"
"3627","0","2","0","0","1174","5","16","0","0","12","0.0","0","0","0","0","0","0","0"
"458","0","0","1","0","4191","130","166","1","50","46","0.0","0","0","0","0","0","0","0"
"466","0","0","0","0","3906","158","505","0","63","62","0.0","0","0","0","0","0","0","0"
"47","0","0","0","0","3787","35","195","0","10","52","3.0","0","0","0","0","0","0","0"
"568","1","0","0","2","4954","176","633","2","13","101","12.083046","0","0","0","0","0","0","0"
"594","4","0","0","1","6130","560","755","1","185","82","17.0","1","0","0","0","0","0","0"
"629","0","0","5","5","3648","3","433","13","73","56","0.0","1","0","0","2","0","1","0"
"902","1","0","1","2","3802","375","753","3","29","51","0.0","1","0","0","0","0","0","0"
"99","0","0","0","0","227","0","1","0","0","2","0.0","0","0","0","0","0","0","0"
"1488","0","0","3","4","6667","212","1420","7","7","172","11.7047","1","0","0","0","0","0","0"
"1519","10","0","1","5","8114","382","896","6","37","153","16.155494","1","0","0","0","0","0","0"
"1954","0","0","0","3","5995","75","311","3","8","142","0.0","0","0","0","0","0","0","0"
"2131","0","0","2","4","2829","7","96","7","5","7","0.0","0","0","0","1","0","0","0"
"2319","0","0","0","0","276","0","1","0","0","1","0.0","0","0","0","0","0","0","0"
"2547","0","0","1","1","3280","274","381","2","101","104","0.0","0","0","0","0","0","0","0"
"2676","2","1","0","2","2232","71","239","2","0","47","0.0","0","0","0","0","0","0","0"
"3352","0","0","0","2","4007","174","316","2","48","66","0.0","0","0","0","0","0","0","0"
"3572","0","0","0","0","1402","67","89","0","11","24","0.0","0","0","0","0","0","0","0"
"3607","0","0","4","6","6155","0","479","10","0","130","0.0","0","0","0","0","0","0","0"
"697","0","0","0","0","4398","196","267","0","6","50","2.0","0","0","0","0","0","0","0"
"107","0","0","0","0","825","2","9","0","0","9","0.0","0","0","0","0","0","0","0"
"110","0","0","1","0","1773","14","190","1","4","22","0.0","0","0","0","0","0","0","0"
"1185","0","1","0","0","6807","319","453","0","105","141","0.0","1","0","0","0","0","0","0"
"1269","0","0","0","0","3686","0","0","0","0","6","0.0","0","0","0","0","0","0","0"
"1375","0","0","0","0","5187","0","0","1","0","1","0.0","0","0","0","1","0","0","0"
"2396","0","0","0","1","1338","0","7","1","0","16","0.0","1","0","0","0","0","0","0"
"2795","0","0","0","0","0","0","1","0","0","0","0.0","0","0","0","0","0","0","0"
"2811","0","14","0","0","1989","103","377","0","50","66","10.099505","1","0","0","0","0","0","0"
"3003","0","0","0","0","3373","38","295","0","25","109","5.830952","0","0","0","0","0","0","0"
"3153","0","0","0","0","8141","171","531","0","101","129","0.0","0","0","0","0","0","0","0"
"3248","0","0","6","10","4345","153","343","17","37","78","0.0","1","0","1","0","0","0","0"
"3446","0","0","1","4","3578","260","456","6","176","54","12.961481","0","0","0","0","0","1","0"
"372","10","0","0","2","5804","652","731","5","33","67","22.956481","1","0","1","1","0","1","0"
"554","3","0","1","7","5722","451","717","9","178","75","16.792856","1","0","0","0","0","0","0"
"565","0","0","1","2","2145","120","282","3","17","52","0.0","1","0","0","0","0","0","0"
"726","3","0","0","1","2662","283","397","1","21","34","13.453624","1","0","0","0","0","0","0"
"892","6","0","1","12","9770","1458","1547","14","5","131","34.554305","1","0","1","0","0","0","0"
"1076","0","0","1","3","3704","163","534","4","35","65","10.488088","1","0","0","0","0","0","0"
"1191","0","0","0","0","3141","1","46","0","0","67","0.0","0","0","0","0","0","0","0"
"1721","0","0","1","1","1587","18","34","2","8","22","3.605551","0","0","0","0","0","0","0"
"1770","0","0","0","2","3992","105","229","2","63","85","4.123106","0","0","0","0","0","0","0"
"2640","0","0","0","3","573","63","164","3","0","8","0.0","0","0","0","0","0","0","0"
"2776","0","0","0","1","7187","6","464","1","0","199","0.0","0","0","0","0","0","0","0"
"2805","0","0","0","0","0","0","0","0","0","0","0.0","0","0","0","0","0","0","0"
"2823","0","0","1","5","5950","130","566","7","44","159","0.0","0","0","1","0","0","0","0"
"3176","4","0","0","2","4308","448","628","2","112","65","21.0","1","1","0","0","0","0","0"
"3524","1","0","0","1","5377","77","308","1","76","119","0.0","0","0","0","0","0","0","0"
"3527","1","0","1","1","5377","77","308","2","76","119","0.0","0","0","0","0","0","0","0"
"3622","0","0","0","0","680","8","18","0","0","11","0.0","0","0","0","0","0","0","0"
"3653","0","0","0","0","1463","17","186","0","7","44","0.0","0","0","0","0","0","0","0"
"785","0","0","1","9","7387","103","635","11","9","108","9.848858","0","0","1","0","0","0","0"
"824","0","0","0","0","2334","102","165","0","39","31","0.0","0","0","0","0","0","0","0"
"928","2","0","1","3","5898","59","547","4","28","108","7.0","0","0","0","0","0","0","0"
"1010","1","0","1","1","4138","229","307","3","66","53","13.928388","1","0","0","0","0","1","0"
"1039","1","0","2","3","2772","149","368","6","53","72","6.480741","1","0","0","0","0","1","0"
"1145","1","0","0","0","3964","310","548","0","299","57","0.0","0","0","0","0","0","0","0"
"1266","0","0","0","0","1393","15","22","0","2","16","3.605551","0","0","0","0","0","0","0"
"1544","0","0","0","2","2070","62","66","2","70","23","7.874008","0","0","0","0","0","0","0"
"1636","2","0","1","3","4439","241","372","6","111","58","13.601471","1","0","0","0","0","1","0"
"1645","0","0","0","0","2877","94","246","0","29","70","9.380832","0","0","0","0","0","0","0"
"1866","0","0","0","0","3916","6","235","0","0","99","1.414214","0","0","0","0","0","0","0"
"2037","0","0","0","0","5830","0","314","0","0","127","0.0","0","0","0","0","0","0","0"
"2046","0","0","3","8","4635","29","269","13","20","168","0.0","0","0","0","1","0","1","0"
"2094","0","0","0","0","522","32","351","0","21","8","0.0","0","0","0","0","0","0","0"
"2306","0","0","1","6","3119","2","383","7","0","66","0.0","0","0","0","0","0","0","0"
"2755","0","0","0","0","2366","0","397","0","0","50","0.0","0","0","0","0","0","0","0"
"3276","0","0","1","0","2309","0","71","1","0","29","0.0","0","0","0","0","0","0","0"
"3310","4","0","1","1","6342","387","748","2","103","131","15.937377","1","0","0","0","0","0","0"
"390","0","0","0","3","2312","178","329","3","23","46","0.0","1","0","0","0","0","0","0"
"1228","0","0","0","0","858","0","3","0","0","8","0.0","0","0","0","0","0","0","0"
"1278","0","0","0","1","5871","140","529","1","43","110","9.110434","0","0","0","0","0","0","0"
"1387","1","0","0","4","4822","594","813","6","307","74","21.236761","1","0","2","0","0","0","0"
"1637","1","0","0","0","1097","163","213","0","78","16","0.0","1","0","0","0","0","0","0"
"1641","0","0","0","0","2336","91","179","0","51","41","0.0","0","0","0","0","0","0","0"
"1930","0","0","0","0","1264","63","75","0","48","18","4.690416","1","0","0","0","0","0","0"
"214","1","0","0","0","2301","132","163","0","30","53","7.483315","1","0","0","0","0","0","0"
"2377","2","0","6","7","6262","304","440","17","67","134","13.114877","1","0","0","2","0","2","0"
"2693","0","0","0","0","3012","0","86","0","0","33","0.0","0","0","0","0","0","0","0"
"3031","3","2","8","5","6084","678","941","15","95","80","22.472205","1","0","1","0","0","1","0"
"3110","1","0","2","4","2792","481","522","7","80","42","21.84033","1","0","0","0","0","0","0"
"3328","2","0","4","4","5301","350","552","8","83","93","18.681542","1","0","0","0","0","0","0"
"3373","0","0","0","0","308","0","7","0","0","2","0.0","0","0","0","0","0","0","0"
"527","10","1","1","3","6619","501","895","6","124","112","19.313208","1","0","2","0","0","0","0"
"560","0","0","0","0","906","78","86","0","30","10","0.0","0","0","0","0","0","0","0"
"656","4","0","3","7","6943","619","764","11","295","109","19.974984","1","0","0","1","0","0","0"
"1260","0","0","0","0","530","5","19","0","0","7","0.0","0","0","0","0","0","0","0"
"1593","0","0","0","0","3927","153","480","0","89","80","0.0","0","0","0","0","0","0","0"
"179","1","0","1","1","1468","87","154","6","30","41","0.0","0","0","0","3","0","1","0"
"1909","0","0","0","0","202","0","8","0","0","2","0.0","0","0","0","0","0","0","0"
"2521","1","0","0","1","4939","185","457","8","36","84","0.0","0","0","0","0","0","7","0"
"267","1","0","0","1","2960","134","225","1","16","57","10.535654","1","0","0","0","0","0","0"
"2871","4","1","0","0","2350","3","38","0","0","35","1.414214","0","0","0","0","0","0","0"
"2877","0","0","0","0","1850","68","180","0","10","26","0.0","1","0","0","0","0","0","0"
"3463","0","0","0","0","551","9","182","0","4","18","2.645751","0","0","0","0","0","0","0"
"573","0","0","0","0","3588","97","187","1","20","61","0.0","0","0","0","0","0","1","0"
"609","2","0","1","2","2589","128","347","3","57","63","8.185353","0","0","0","0","0","0","0"
"850","0","0","0","0","3685","221","344","0","40","23","10.908712","0","0","0","0","0","0","0"
"953","2","0","0","5","5647","77","256","5","11","94","0.0","1","0","0","0","0","0","0"
"1058","0","0","2","3","4281","78","222","5","30","79","0.0","0","0","0","0","0","0","0"
"1193","3","0","0","1","5664","107","499","1","0","138","5.291503","0","0","0","0","0","0","0"
"1494","0","0","0","1","3938","296","427","1","181","60","0.0","0","0","0","0","0","0","0"
"1579","0","0","0","0","4503","170","606","0","80","73","0.0","0","0","0","0","0","0","0"
"1833","0","0","2","6","6047","128","631","9","60","105","0.0","0","0","0","0","0","0","0"
"2028","0","0","0","0","859","7","45","0","2","11","0.0","0","0","0","0","0","0","0"
"2097","0","0","0","2","2698","175","255","2","48","64","0.0","0","0","0","0","0","0","0"
"2573","0","0","1","1","4670","48","377","2","16","77","0.0","0","0","0","0","0","0","0"
"2691","0","0","0","0","1293","37","54","0","0","0","0.0","1","0","0","0","0","0","0"
"284","2","0","0","1","6421","0","417","2","14","114","0.0","0","0","0","1","0","0","0"
"3044","6","0","0","3","5901","824","985","3","183","73","28.809721","1","0","0","0","0","0","0"
"3195","2","1","3","4","4109","488","616","8","240","66","12.529964","1","0","1","0","0","0","0"
"3264","0","0","0","0","4170","0","531","0","0","91","0.0","0","0","0","0","0","0","0"
"3283","0","0","0","0","2517","0","111","0","0","55","0.0","0","0","0","0","0","0","0"
"408","0","0","1","3","3328","111","287","4","11","50","6.63325","1","0","0","0","0","0","0"
"440","0","0","3","3","2370","0","63","7","7","27","0.0","0","0","0","0","0","1","0"
"520","0","0","0","2","3038","0","248","2","12","63","0.0","0","0","0","0","0","0","0"
"826","0","0","1","1","682","0","23","2","0","6","0.0","0","0","0","0","0","0","0"
"1006","0","0","0","1","5457","86","375","1","29","107","2.0","1","0","0","0","0","0","0"
"1462","0","0","0","1","864","30","71","1","29","12","0.0","0","0","0","0","0","0","0"
"1543","0","0","1","5","2358","181","255","6","93","52","13.038405","0","0","0","0","0","0","0"
